codigo_barra;nome;cod_ncm;dsc_unidade_medida
217;TRANSF.ASSINATURA 54 DUT REFLETIVA;49089000;UN
230;TRANSFER  2 AND REFLETIVO COLOR PRETO TF 30;55129990;UN
471;TRANSFER  MARCA/TAMANHO FIOREALE;49089000;UN
208;TRANSFER ( MARCA/TAM) G;48219000;UN
207;TRANSFER (MARCA/TAM) M;48219000;UN
209;TRANSFER 2 AND  4 CM PU;58071000;UN
422;TRANSFER 5807 PRATA REFLETIVO 420M;39219019;ML
374;TRANSFER ASSINAT 6CM REFL DUT PROMOLOTO;49089000;UN
214;TRANSFER ASSINATURA TF  DE 70;58079000;UN
487;TRANSFER INTERNO DE TAMANHO -BODY PLUS 30 / 57;49089000;UN
497;TRANSFER INTERNO DENTRO DÁGUA;49089000;UN
477;TRANSFER INTERNO TAMANHO  BODY PLUS  PRATA 24X36;49089000;UN
478;TRANSFER INTERNO TAMANHO BODY PLUS OURO 34X36;49089000;UN
475;TRANSFER MARCA CAPÉZIO INTERNA 41/52;49089000;UN.
474;TRANSFER MARCA INTERNA CAPEZIO 26/40;49089000;UN.
210;TRANSFER REFLETIVO ASSINATURA 50 DUT;58071000;UN
362;TRANSFER REFLETIVO PRATA 420 MM  3 M 5807;39219019;ML
495;TRANSFER REFLETIVO PRATA 50;55129990;M
532;TRANSFER REFLETIVO PRATA 50 CM 3M ALM;55129990;M
206;TRANSFER(MARCA/TAM) P;48219000;UN
351;TRANSFERS ASSIN 120CM DUT REFL PROLOMOTO;49089000;UN
24;V14070170 LEG FITNESS JACQUARD OP 17885;62046300;UN
194;VESTIDO BABADO E TFB KID;62044300;pç
369;VESTIDO FIJI;62044300;PÇ
196;VESTIDO MANGA E TFB;62044300;PÇ
170;VESTIDO MAYA LONGO;62044300;PÇ
193;VESTIDO TQ CAIA E TFB;62044900;pç
