codigo_barra;nome;nome_fabricante;descricao_categoria;nome_tamanho;nome_cor;cod_ncm;dsc_forma_aquisicao;dsc_origem_mercadoria;dsc_tipo_tributacao_ipi;dsc_unidade_medida
666222093864;ISOPRIME 1.85LBS CHOCOLATE - MHP;MHP;WHEY PROTEIN;1.85LBS;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;ISOPRIME 5LBSLBS CHOCOLATE - MHP;MHP;WHEY PROTEIN;5LB;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
666222091822;MYO X MHP;MHP;;300g;baunilha;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
666222093499;PROBOLIC SR 12HS - MHP;MHP;;2LB;COOKIES & CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
666222093482;PROBOLIC SR 12HS - MHP;MHP;;2LB;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;UP YOUR MASS - MHP;MHP;HIPERCALORICO;5LB;FUDGE BROWNIE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;UP YOUR MASS - MHP;MHP;HIPERCALORICO;5LB;COOKIES & CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;UP YOUR MASS - MHP;MHP;HIPERCALORICO;5LB;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
666222094663;XPEL DIURETICO - MHP;MHP;;20 STICKS;PINEAPPLE E COCONUT;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
666222093932;XPEL DIURETICO - MHP;MHP;;20 STICKS;LEMON ICE TEA;;;;;
666222094809;XPEL DIURETICO - MHP;MHP;QUEIMADOR;20 STICKS;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
78927201000082;COQUETELEIRA AZUL MIXER TWIST;MIXER TWIST;COQUETELEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
78927201000083;COQUETELEIRA PRETA MIXER TWIST;MIXER TWIST;COQUETELEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7892720100008;COQUETELEIRA ROSA MIXER TWIST;MIXER TWIST;COQUETELEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
78927201000081;COQUETELEIRA ROXA MIXER TWIST;MIXER TWIST;COQUETELEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
696859261152;BCAA 3:1:2 - WATERMELON;MUSCLE PHARMS;;215g;WATERMELON;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859261398;BCAA 3:1:2 POWDER;MUSCLE PHARMS;;180g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;BERMUDA MP;MUSCLE PHARMS;;;CORES VARIADAS;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;BERMUDA MP;MUSCLE PHARMS;;;CORES VARIADAS;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;BOLSA TERMICA MP - PEQUENA;MUSCLE PHARMS;;P;;;;;;
;CAMISETAS C/ MANGA CURTA MUSCLE PHARM;MUSCLE PHARMS;;;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757863223;CASEIN - VANILLA CREAM;MUSCLE PHARMS;;3lb;VANILLA CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;CASEINA;MUSCLE PHARMS;;3lb;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;COCONUT WATER & PROTEIN - CHOCOLATE;MUSCLE PHARMS;;;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;COCONUT WATER & PROTEIN - PINA COLADA;MUSCLE PHARMS;;;PINA COLADA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757324410;COMBAT 100% CASEIN - CHOCOLATE MILK;MUSCLE PHARMS;;907G;CHOCOLATE MILK;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757327510;COMBAT 100% ISOLATE  MUSCLE PHARM;MUSCLE PHARMS;;907G;BANANA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;COMBAT 100% ISOLATE MUSCLE PAHRM;MUSCLE PHARMS;;907G;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757858120;COMBAT 100% ISOLATE MUSCLE PHARM;MUSCLE PHARMS;;2.270G;CHOCOLATE SWIRL;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
19962715426;COMBAT 100% WHEY 4LB - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;4LB;COOKIES & CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
19962717024;COMBAT 100% WHEY 4LBS - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;4LB;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
19962716829;COMBAT 100% WHEY 4LBS - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;4LB;BAUNILHA;;;;;
19962715129;COMBAT 100% WHEY 907G - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;907G;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
19962717321;COMBAT 100% WHEY 907G - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;907G;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
705105703862;COMBAT PROTEIN POWDER 4LBS - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;4LB;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
736211991010;COMBAT PROTEIN POWDER 4LBS - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;4LB;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
736211050670;COMBAT PROTEIN POWDER 907G - MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;907G;COOKIES & CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262401;COMBAT WHEY - BANANA CREAM;MUSCLE PHARMS;;2269G;BANANA CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262395;COMBAT WHEY - BANANA CREAM;MUSCLE PHARMS;;1150G;BANANA CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262432;COMBAT WHEY - COOKIES;MUSCLE PHARMS;;1150G;COOKIES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
736211990815;COMBAT WHEY - COOKIES CREAM;MUSCLE PHARMS;;2269G;COOKIES CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757199025;COMBAT WHEY - TRIPLE BERRY;MUSCLE PHARMS;;2269G;TRYPLE BERRY;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757196826;COMBAT WHEY - TRIPLE BERRY;MUSCLE PHARMS;;1150G;TRYPLE BERRY;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757322911;COMBAT WHEY MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;2.270G;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262371;COMBAT WHEY MUSCLE PHARM;MUSCLE PHARMS;;2.270G;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
713757322812;COMBAT WHEY MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;1.150G;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262364;COMBAT WHEY MUSCLE PHARM;MUSCLE PHARMS;WHEY PROTEIN;1.150G;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
736211053770;CREATINE;MUSCLE PHARMS;;300g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;CREATINE     VENCIMENTO JUN 2014;MUSCLE PHARMS;;300g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260230;DELIGHT 543,4G CHOCOLATE - MP;MUSCLE PHARMS;WHEY PROTEIN;543,4G;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);;
696859260216;DELIGHT 543,4G MORANGO - MP;MUSCLE PHARMS;WHEY PROTEIN;543,4G;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);;
736211053671;GLUTAMINE - CORE SERIES MP;MUSCLE PHARMS;;300g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;IRON MASS CHOCOLATE 5LBS - MUSCLE PHARM;MUSCLE PHARMS;HIPERCALORICO;5LB;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262739;IRON WHEY - CHOCOLATE;MUSCLE PHARMS;;2270g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262814;IRON WHEY - CHOCOLATE;MUSCLE PHARMS;;908g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
748252099273;IRON WHEY - MORANGO COM BANANA;MUSCLE PHARMS;;2270g;MORANGO COM BANANA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
748252099181;IRON WHEY - MORANGO COM BANANA;MUSCLE PHARMS;;908g;MORANGO COM BANANA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262753;IRON WHEY - VANILLA;MUSCLE PHARMS;;2270g;VANILLA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859262791;IRON WHEY - VANILLA;MUSCLE PHARMS;;908g;VANILLA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;MEIA MUSCLE PHARM - PRETA COM VERDE;MUSCLE PHARMS;;;PRETA COM VERDE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859261800;NEW ASSAULT - CANDY APPLE;MUSCLE PHARMS;;435g;CANDY APPLE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260070;NEW ASSAULT - FRUIT PUNCH;MUSCLE PHARMS;PRE TREINO;522g;FRUIT PUNCH;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260094;NEW ASSAULT - GRAPE;MUSCLE PHARMS;PRE TREINO;522g;GRAPE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859258282;NEW ASSAULT - LEMON LIME;MUSCLE PHARMS;;435g;LEMON LIME;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260155;NEW ASSAULT - PINEAPPLE MANGO;MUSCLE PHARMS;;522g;PINEAPPLE MANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260117;NEW ASSAULT - RASPBERRY LEMONADE;MUSCLE PHARMS;PRE TREINO;522g;RASPBERRY LEMONADE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
696859260131;NEW ASSAULT - WATERMELON;MUSCLE PHARMS;;522g;WATERMELON;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;PULSEIRA MUSCLE PHARM;MUSCLE PHARMS;;;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;X-TEND - MELANCIA;MUSCLE PHARMS;;;MELANCIA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7898565300054;BCAA NANO HARDCORE MD2;MUSCLED2;BCAA;350g;TANGERINA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300214;CELLPOWER HARDCORE MD2;MUSCLED2;CREATINA;900g;FRUTAS VERMELHAS;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300221;CELLPOWER HARDCORE MD2;MUSCLED2;CREATINA;900g;TANGERINA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300023;COLAGEN COMPLEX HARDCORE MD2;MUSCLED2;COLAGENO;350g;ABACAXI;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300016;COLAGEN COMPLEX HARDCORE MD2;MUSCLED2;COLAGENO;350g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
5;COQUETELEIRA 700ML MD2;MUSCLED2;COQUETELEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300176;ISOLATED MD2;MUSCLED2;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300183;ISOLATED MD2;MUSCLED2;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300000;MUSCLE 4W MD2;MUSCLED2;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300001;MUSCLE 4W MD2;MUSCLED2;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300283;MUSCLE9 HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300290;MUSCLE9 HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300382;MUSCLELIPO HARDCORE MD2;MUSCLED2;TERMOGENICO;900g;FRUTAS VERMELHAS;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300399;MUSCLELIPO HARDCORE MD2;MUSCLED2;TERMOGENICO;900g;LARANJA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300177;MUSCLEMASS HARDCORE MD2;MUSCLED2;HIPERCAL��RICO;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300139;MUSCLEMASS HARDCORE MD2;MUSCLED2;HIPERCAL��RICO;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300474;MUSCLEMEAL HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300436;MUSCLEMEAL HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300184;MUSCLETRAIN HADCORE MD2;MUSCLED2;INTRA TREINO;900g;ABACAXI;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300207;MUSCLETRAIN HADCORE MD2;MUSCLED2;INTRA TREINO;900g;LIMONADA SUI��A;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300092;NITROWHEY HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300115;NITROWHEY HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;LIMONADA SUI��A;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300320;POWERMAIZE HARDCORE MD2;MUSCLED2;WAXY MAIZE;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300344;POWERMAIZE HARDCORE MD2;MUSCLED2;WAXY MAIZE;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
10;SHAKEIRA MD2;MUSCLED2;SHAKEIRA;;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300276;SHAKEPROTEIN HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300245;SHAKEPROTEIN HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898565300269;SHAKEPROTEIN HARDCORE MD2;MUSCLED2;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
891597003921;AMINO DECANATE 300G CITRUS - MUSCLEMEDS;MUSCLEMEDS;GLUTAMINA;300g;FRUTAS CITRICAS;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597003938;AMINO DECANATE 300G MELANCIA - MUSCLEMEDS;MUSCLEMEDS;GLUTAMINA;300g;MELANCIA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;CAMISETA BASQUETEBOL PRETA P - CARNIVOR;MUSCLEMEDS;ACESSORIOS;P;PRETO;61099000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
;CAMISETA BASQUETEBOL VERMELHA M - CARNIVOR;MUSCLEMEDS;ACESSORIOS;M;VERMELHO;61099000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
891597003617;CARNIVOR - CHOCOLATE;MUSCLEMEDS;;4,6LB;CHOCOLATE;35040090;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597003600;CARNIVOR - CHOCOLATE;MUSCLEMEDS;;908g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597003709;CARNIVOR - CHOCOLATE MINT;MUSCLEMEDS;;908g;CHOCOLATE MINT;35040090;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597004171;CARNIVOR - CHOCOLATE PEANUT BUTTER;MUSCLEMEDS;;908g;CHOCOLATE PEANUT BUTTER;35040090;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597003570;CARNIVOR - FRUIT;MUSCLEMEDS;;4,6LB;FRUIT PUNCH;21069030;;Outros;;
891597003990;CARNIVOR BEEF AMINO - MUSCLEMEDS;MUSCLEMEDS;;270TB;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597004072;CARNIVOR BROWNIE - CHOCOLATE FUNDGE;MUSCLEMEDS;;UN;CHOCOLATE FUNDGE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597004157;NO BULL - FRUIT PUNCH;MUSCLEMEDS;PRE TREINO;319,5gr;FRUIT PUNCH;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597004164;NO BULL - MELANCIA;MUSCLEMEDS;PRE TREINO;319,5gr;MELANCIA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
891597003440;PHENBUTEROL - MUSCLEMEDS;MUSCLEMEDS;;120 caps;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656705003;100% WHEY MUSCLETECH BISCOITO E CREME 2 LB;MUSCLETECH;WHEY PROTEIN;2LB;COOKIES & CREAM;21069030;;;;UN
631656705034;100% WHEY MUSCLETECH BOLO DE BAUNILHA 2LB;MUSCLETECH;WHEY PROTEIN;2LB;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656704969;100% WHEY MUSCLETECH BOLO DE BAUNILHA 5LB;MUSCLETECH;WHEY PROTEIN;5LB;BAUNILHA;21069030;;;;UN
631656705010;100% WHEY MUSCLETECH CHOCOLATE AO LEITE 2,01LB;MUSCLETECH;WHEY PROTEIN;2LB;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656704983;100% WHEY MUSCLETECH CHOCOLATE AO LEITE 5,03LB;MUSCLETECH;WHEY PROTEIN;5LB;CHOCOLATE;21069030;;;;UN
631656704976;100% WHEY MUSCLETECH MORANGO E CREME 5LB;MUSCLETECH;WHEY PROTEIN;5LB;MORANGO;21069030;;;;UN
;GALAO PRETO 2L - MUSCLE TECH;MUSCLETECH;ACESSORIOS;2LT;PRETO;39233000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;GALAO ROSA 2L - MUSCLE TECH;MUSCLETECH;ACESSORIOS;2LT;ROSA;39233000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656500448;MISSION BAR - MUSCLE TECH CHOCO CHIP COOKIE 60G;MUSCLETECH;BARRA PROTEICA;60G;CHOCO CHIP COOKIE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656500431;MISSION BAR - MUSCLE TECH CHOCOLATE 60G;MUSCLETECH;BARRA PROTEICA;60G;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656500455;MISSION BAR - MUSCLE TECH COOKIES E CREAM 60G;MUSCLETECH;BARRA PROTEICA;60G;COOKIES & CREAM;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
631656254006;MT PERFORMANCE SERIES HYDROXCUT;MUSCLETECH;;20 STICKS;PESSEGO;21069030;;;;UN
47469042912;WHITE KIDNEY BEAN NATROL;NATROL;BLOQUEADOR DE GORDURA;120 caps;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7892300040014;SECA BARRIGA NATU SER;NATU SER;BLOQUEADOR DE GORDURA;60 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
89094023614;ISOPURE - NATURE BEST;NATURE BEST;;3lb;BANANA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
89094023898;ISOPURE - NATURE BEST;NATURE BEST;;3lb;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
89094023492;ISOPURE - NATURES BEST;NATURE BEST;;3lb;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
1000;ISOPURE DRINK - SABORES VARIADOS;NATURE BEST;;591ML;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
89094022075;ISOPURE MASS - BAUNILHA;NATURE BEST;;7LB;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
89094011918;T&S TONE & SLIM;NATURE BEST;;180 caps;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;ALBUMINA 500G CHOCOLATE - NEW MILLEM;NEW MILLEN;ALBUMINA;500g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
;ALBUMINA 500G MORANGO - NEW MILLEM;NEW MILLEN;ALBUMINA;500g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
;ALBUMINA 500G NATURAL - NEW MILLEM;NEW MILLEN;ALBUMINA;500g;ORIGINAL;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
7896278904682;BCAA PREMIUM 240TB - NEW MILLEN;NEW MILLEN;;240 tabs;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;un
7896278900813;COLAGENO - LARANJA;NEW MILLEN;;250g;LARANJA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7896278900790;COLAGENO - MORANGO;NEW MILLEN;;250g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7896278900806;COLAGENO - UVA;NEW MILLEN;;250g;UVA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7896278910027;COLAGENO HIDROLIZADO 120CAPS - NEW MILLEM;NEW MILLEN;COLAGENO;120 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
7896278902886;CREATINA - NEW MILLEN;NEW MILLEN;;150g;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7896278902893;CREATINA 300G - NEW MILLEN;NEW MILLEN;;300g;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7896278907294;DEXTROSE 1KG - NEW MILLEN;NEW MILLEN;;1 KG;;21069030;;Nacional;;
7896278910119;HMB - NEW MILLEN;NEW MILLEN;PH;120 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
;L - CARNITINA 200MG ABACAXI - NEW MILLEM;NEW MILLEN;QUEIMADOR;500ml;ABACAXI;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;
