codigo_barra;nome;nome_fabricante;descricao_categoria;nome_tamanho;nome_cor;cod_ncm;dsc_forma_aquisicao;dsc_origem_mercadoria;dsc_tipo_tributacao_ipi;dsc_unidade_medida
;MONSTROUS BLACK SKULL;BLACK SKULL;HIPERCALORICO;2,7Kg;BANANA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404307;MONSTROUS CHOCOLATE 10LBS - BLACK SKULL;BLACK SKULL;HIPERCALORICO;10LBS;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404321;MONSTROUS MORANGO 10LBS - BLACK SKULL;BLACK SKULL;HIPERCALORICO;10LBS;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404277;MR. SKULL 22PAKS - BLACK SKULL;BLACK SKULL;PACK�S;22 pks;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400200;MR. SKULL BLACK SKULL;BLACK SKULL;PACK;44 pks;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704402938;PALATINOSE;BLACK SKULL;CARBOIDRATOS;300g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);;un
7895704404369;PROTEIN6 BAUNILHA 1,800G - BLACK SKULL;BLACK SKULL;WHEY PROTEIN;1,8Kg;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;PROTEIN6 CHOCOLATE 1,800G - BLACK SKULL;BLACK SKULL;WHEY PROTEIN;1,8Kg;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404352;PROTEIN6 MORANGO 1,800G - BLACK SKULL;BLACK SKULL;WHEY PROTEIN;1,8Kg;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400927;PUSSYCAT WHEY BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400934;PUSSYCAT WHEY BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400941;PUSSYCAT WHEY BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;PUSSYCAT ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;600g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;PUSSYCAT ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;600g;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;PUSSYCAT ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;600g;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010205;REGATA CAROL SARAIVA BRANCA G - BLACK SKULL;BLACK SKULL;;G;BRANCO;61099000;;Nacional;;
10010200;REGATA CAROL SARAIVA BRANCA M - BLACK SKULL;BLACK SKULL;;M;BRANCO;61099000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
10010198;REGATA CAROL SARAIVA BRANCA P - BLACK SKULL;BLACK SKULL;;P;BRANCO;61099000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
10010207;REGATA CAROL SARAIVA CHUMBO P - BLACK SKULL;BLACK SKULL;;P;CHUMBO;61099000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7895704400958;SEXY BONY - BLACK SKULL;BLACK SKULL;;60 caps;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400965;SHIELD BLACK SKULL;BLACK SKULL;GLUTAMINA;100g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400972;SHIELD BLACK SKULL;BLACK SKULL;GLUTAMINA;300g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704402792;SHIELD BLACK SKULL;BLACK SKULL;GLUTAMINA;500g;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010299;SHORT FEMININO M - BLACK SKULL;BLACK SKULL;;M;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010300;SHORT FEMININO PRETO G BLACK SKULL;BLACK SKULL;;G;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010283;TOP MANGA LONGA PRETO  P - BLACK SKULL;BLACK SKULL;;P;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010285;TOP MANGA LONGA PRETO G - BLACK SKULL;BLACK SKULL;;G;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010284;TOP MANGA LONGA PRETO M - BLACK SKULL;BLACK SKULL;;M;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010282;TOP TRANSPASSADO PRETO G - BLACK SKULL;BLACK SKULL;;G;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010281;TOP TRANSPASSADO PRETO M - BLACK SKULL;BLACK SKULL;;M;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010279;TOP TRANSPASSADO VERMELHO G - BLACK SKULL;BLACK SKULL;;G;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010278;TOP TRANSPASSADO VERMELHO M - BLACK SKULL;BLACK SKULL;;M;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010291;VESTIDO RASGADO PRETO G - BLACK SKULL;BLACK SKULL;;G;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010290;VESTIDO RASGADO PRETO M - BLACK SKULL;BLACK SKULL;;M;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
10010289;VESTIDO RASGADO PRETO P - BLACK SKULL;BLACK SKULL;;P;;61099000;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;WAXYMAIZE 3.3 LBS (1.500G) - BLACK SKULL;BLACK SKULL;CARBOIDRATOS;1,5Kg;ORIGINAL;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;
7895704404406;WHEY 100% BLACK SKULL 1800G - BAUNILHA;BLACK SKULL;WHEY PROTEIN;1,8Kg;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404383;WHEY 100% BLACK SKULL 1800G - CHOCOLATE;BLACK SKULL;WHEY PROTEIN;1,8Kg;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404390;WHEY 100% BLACK SKULL 1800G - MORANGO;BLACK SKULL;WHEY PROTEIN;1,8Kg;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
858455006135;WHEY 100% BLACKSKULL SERIOUS CHOCOLATE;BLACK SKULL;WHEY PROTEIN;800g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
858455006128;WHEY 100% BLACKSKULL STRAWBERRY;BLACK SKULL;WHEY PROTEIN;800g;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
858455006142;WHEY 100% BLACKSKULL VANILLA;BLACK SKULL;WHEY PROTEIN;800g;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400040;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400026;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400637;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400033;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400644;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400019;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704402983;WHEY 4HD BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;COOKIES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704402990;WHEY 4HD BLACK SKULL;BLACK SKULL;;2kg;COOKIES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400064;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400071;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400088;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;900g;COOKIES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400057;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400651;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400668;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;BAUNILHA;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704403010;WHEY ZERO BLACK SKULL;BLACK SKULL;WHEY PROTEIN;2kg;COOKIES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704404413;WHEY ZERO CHOCOLATE 10LBS - BLACK SKULL;BLACK SKULL;WHEY PROTEIN;10LBS;CHOCOLATE;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7895704400996;ZMA BLACK SKULL;BLACK SKULL;;120 caps;;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
;POWER CRUNCH - SABORES - BNRG;BNRG;;400g;SABORES;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
644225231148;PROTO WHEY - MORANGO;BNRG;;2LB;MORANGO;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
644225231124;PROTO WHEY - VANILLA CR��ME;BNRG;;2LB;VANILLA CR��ME;21069030;Adquirida de Terceiros;Estrangeira (Adquirida no Mercado Interno);Valor da Opera̤̣o;UN
7897104909635;100% WHEY MUSCLE 900G BODY ACTION;BODY ACTION;;900g;BAUNILHA;21069030;;Nacional;;
7897104909642;100% WHEY MUSCLE 900G BODY ACTION;BODY ACTION;;900g;CHOCOLATE;21069030;;Nacional;;
7897104909659;100% WHEY MUSCLE 900G BODY ACTION;BODY ACTION;;900g;MORANGO;21069030;;Nacional;;
7897104907280;100% WHEY PROTEIN BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907297;100% WHEY PROTEIN BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907303;100% WHEY PROTEIN BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104904463;2W DOUBLE SOURCE BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104904456;2W DOUBLE SOURCE BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104904449;2W DOUBLE SOURCE BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905644;3W TRIPLE MATRIX BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905620;3W TRIPLE MATRIX BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905637;3W TRIPLE MATRIX BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905651;3W TRIPLE MATRIX BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;NAPOLITANO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905552;5W DYNOMITE EFFECT BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;BAUNILHA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905538;5W DYNOMITE EFFECT BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905545;5W DYNOMITE EFFECT BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907495;5W DYNOMITE EFFECT BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;NAPOLITANO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104904494;AMINO LIQUID 38000 BODY ACTION;BODY ACTION;LIQUIDO;480ml;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907310;BARRA DE PROTEINA - BODY ACTION;BODY ACTION;;;CHOCOLATE C AVELA;21069030;Adquirida de Terceiros;Nacional;;
7897104907389;BARRA DE PROTEINA - BODY ACTION;BODY ACTION;;;CHOCOLATE PEANUT BUTTER;21069030;Adquirida de Terceiros;Nacional;;
;BCAA 12.1.1 RECOVERON - BODY ACTION;BODY ACTION;;100g;GUAR C/ ACA̍;21069030;Adquirida de Terceiros;Nacional;;
;BCAA 12.1.1 RECOVERON - BODY ACTION;BODY ACTION;;100g;JABUTICABA;21069030;Adquirida de Terceiros;Nacional;;
;BCAA 12.1.1 RECOVERON - BODY ACTION;BODY ACTION;;100g;MORANGO;21069030;Adquirida de Terceiros;Nacional;;
7897104901998;BCAA 2400 ULTRA INTENSE BODY ACTION;BODY ACTION;BCAA;100 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104902247;BCAA 2400 ULTRA INTENSE BODY ACTION;BODY ACTION;BCAA;200 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907822;BCAA M-TOR BOOSTER BODY ACTION;BODY ACTION;BCAA;90 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907037;BCAA POWDER BODY ACTION;BODY ACTION;BCAA;300g;GUAR C/ ACA̍;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907044;BCAA POWDER NATURAL BODY ACTION;BODY ACTION;BCAA;300g;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905880;CHROMIUM PICOLINATE BODY ACTION;BODY ACTION;CHROMIUM;100 caps;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
3;COQUETELEIRA ROBOCOP -;BODY ACTION;COQUETELEIRA;700ml;;39233000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907136;ENERGEL  BODY ACTION;BODY ACTION;CARBOIDRATOS;30G;GUAR C/ ACA̍;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104909567;ENERGEL BLACK  30G - BODY ACTION;BODY ACTION;;30G;GUAR C/ ACA̍;21069030;;Nacional;;
7897104909574;ENERGEL BLACK  30G - BODY ACTION;BODY ACTION;;30G;MORANGO;21069030;;Nacional;;
7897104909550;ENERGEL BLACK  30G - BODY ACTION;BODY ACTION;;30G;CARAMELO;21069030;;Nacional;;
7897104909581;ENERGEL BLACK  30G - BODY ACTION;BODY ACTION;;30G;UVA VERDE;21069030;;Nacional;;
7897104907204;ENERGEL BODY ACTION;BODY ACTION;CARBOIDRATOS;30G;TANGERINA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907143;ENERGEL SILVESTRE BODY ACTION;BODY ACTION;CARBOIDRATOS;30G;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905590;ISO CFT WHEY BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905606;ISO CFT WHEY BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907471;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;2kg;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907266;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104908355;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;COOKIES;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907488;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;2kg;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907259;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907242;ISOLATE DEFINITION BODY ACTION;BODY ACTION;WHEY PROTEIN;900g;VITAMINA DE FRUTAS;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104908348;L-CARNITINE PURE 2.000 480ML - BODY ACTION;BODY ACTION;;480ml;UVA VERDE;21069030;Adquirida de Terceiros;Nacional;;
7897104908331;L-CARNITINE PURE 2.000 480ML - BODY ACTION;BODY ACTION;;480ml;KIWI;21069030;Adquirida de Terceiros;Nacional;;
7897104904821;MALTO DEXTRINA - FRUTAS VERMELHAS;BODY ACTION;CARBOIDRATOS;1 KG;FRUTAS VERMELHAS;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104902445;MALTO DEXTRINA - GUARANA C/ A��AI;BODY ACTION;CARBOIDRATOS;1 KG;GUAR C/ ACA̍;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104908102;MALTO DEXTRINA - JABUTICABA;BODY ACTION;CARBOIDRATOS;1 KG;JABUTICABA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104902438;MALTO DEXTRINA - LARANJA ACEROLA;BODY ACTION;CARBOIDRATOS;1 KG;LARANJA C/ ACEROLA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104901950;MALTO DEXTRINA - LIMAO;BODY ACTION;CARBOIDRATOS;1 KG;LIM��O;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104904173;MALTO DEXTRINA - MORANGO SILVESTRE;BODY ACTION;CARBOIDRATOS;1 KG;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
;MALTO DEXTRINA - NATURAL;BODY ACTION;CARBOIDRATOS;1Kg;ORIGINAL;21069030;Adquirida de Terceiros;Nacional;;
7897104901967;MALTO DEXTRINA - TANGERINA;BODY ACTION;CARBOIDRATOS;1 KG;TANGERINA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104902384;MALTO DEXTRINA - UVA;BODY ACTION;CARBOIDRATOS;1Kg;UVA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104908003;PRE TREINO PRO-F  BODY ACTION;BODY ACTION;PRE TREINO;100g;UVA C/ BLUEBERRY;21069030;Adquirida de Terceiros;Nacional;;
7897104908072;PRE TREINO PRO-F  BODY ACTION;BODY ACTION;PRE TREINO;100g;GUAR C/ ACA̍;21069030;Adquirida de Terceiros;Nacional;;
7897104908089;PRE TREINO PRO-F  BODY ACTION;BODY ACTION;PRE TREINO;100g;JABUTICABA;21069030;Adquirida de Terceiros;Nacional;;
7897104907518;PRE-HD B. ALANINA BODY ACTION;BODY ACTION;PR��-TREINO;100g;GUARAŃ;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907648;PRE-HD B. ALANINA BODY ACTION;BODY ACTION;PR��-TREINO;100g;LIM��O;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104909154;PRE-HD B. ALANINA BODY ACTION;BODY ACTION;;100g;MOR C/ KIWI;21069030;;Nacional;;
7897104909161;PRE-HD B. ALANINA BODY ACTION;BODY ACTION;;100g;UVA C/ BLUEBERRY;21069030;;Nacional;;
14;PROTETOR PALMAR G BODY ACTION;BODY ACTION;LUVAS;;;39262000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
12;PROTETOR PALMAR M BODY ACTION;BODY ACTION;LUVAS;;;39262000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
13;PROTETOR PALMAR P BODY ACTION;BODY ACTION;LUVAS;;;39262000;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104906924;START BODY ACTION;BODY ACTION;PR��-TREINO;300g;GUARAŃ;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907525;START BODY ACTION;BODY ACTION;PR��-TREINO;300g;MELANCIA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907532;TESTO HGH BODY ACTION;BODY ACTION;PRECURSOR DE TESTOSTERONA;150g;MELANCIA;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907365;TESTO HGH BODY ACTION;BODY ACTION;PRECURSOR DE TESTOSTERONA;150g;UVA C/ BLUEBERRY;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104909246;TESTO HGH BODY ACTION;BODY ACTION;;150g;GUAR C/ ACA̍;21069030;;Nacional;;un
7897104907556;THERMO ABDOMEN 3D BODY ACTION;BODY ACTION;TERMOGENICO;480ml;UVA C/ BLUEBERRY;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907181;THERMO ABDOMEN METAB ACCEL BODY ACTION;BODY ACTION;QUEIMADOR DE GORDURA;120 tabs;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104905781;ULTRA NITRO PACK BODY ACTION;BODY ACTION;PACK;44 pks;;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104908744;WHEY MUSCLE HAMMER 900G BODY ACTION;BODY ACTION;;900g;COOKIES & CREAM;21069030;;Nacional;;
7897104908287;WHEY MUSCLE HAMMER 900G BODY ACTION;BODY ACTION;;900g;CHOCOLATE;21069030;;Nacional;;
7897104908294;WHEY MUSCLE HAMMER 900G BODY ACTION;BODY ACTION;;900g;MORANGO;21069030;;Nacional;;
7897104907006;WHEY MUSCLE HAMMER BODY ACTION;BODY ACTION;WHEY PROTEIN;1,8Kg;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907013;WHEY MUSCLE HAMMER BODY ACTION;BODY ACTION;WHEY PROTEIN;1,8Kg;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7897104907198;WHEY PRO-F ISOFLARIS 900G;BODY ACTION;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;;
7897104908133;WHEY PRO-F ISOFLARIS 900G;BODY ACTION;WHEY PROTEIN;900g;FRUTAS;21069030;Adquirida de Terceiros;Nacional;;
7897104907273;WHEY PRO-F ISOFLARIS 900G;BODY ACTION;WHEY PROTEIN;900g;MORANGO;21069030;Adquirida de Terceiros;Nacional;;
7898904900051;3WHEY PROTEIN BODY BUILDERS;BODY BUILDERS;WHEY PROTEIN;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898904939044;6 SIX PROTEIN - BAUNILHA;BODY BUILDERS;;900g;baunilha;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
7898904939051;6 SIX PROTEIN - CHOCOLATE;BODY BUILDERS;;900g;CHOCOLATE;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
;6 SIX PROTEIN - CHOCOLATE;BODY BUILDERS;WHEY PROTEIN;2kg;CHOCOLATE;21069030;;Nacional;;
7898904939099;6 SIX PROTEIN - MORANGO;BODY BUILDERS;;2Kg;MORANGO;21069030;Adquirida de Terceiros;Nacional;Valor da Opera̤̣o;UN
