id_produto;cod_ncm;Forma de Aquisicao;Origem da Mercadoria;Tipo de Tributacao;Regra de Tributos;Unidade Comercial
2279;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2285;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2280;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2286;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2277;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2283;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2276;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2282;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2278;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2284;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
8803;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
8804;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
8807;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
46639;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2265;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2266;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
19888;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
40598;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2708;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2707;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2709;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
19889;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2712;39233000;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
5151;39233000;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
8801;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
8802;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2293;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2291;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2292;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
19983;20081100;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2269;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2272;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2270;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2267;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2268;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2271;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
19887;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2713;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
5139;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
5138;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
5140;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2275;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2273;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2274;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
40597;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2288;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2290;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2289;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2710;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
2711;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
46061;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
46062;21069030;Adquirida de Terceiros;Nacional;Valor da Operação;PADRAO;UN
